ORPHA:10	48,XXYY syndrome	48,XXYY syndrome
ORPHA:100021	Primary plasmacytoma of the bone	Primary plasmacytoma of the bone
ORPHA:100022	Extramedullary soft tissue plasmacytoma	Extramedullary soft tissue plasmacytoma
ORPHA:100024	Mu-heavy chain disease	Mu-heavy chain disease
ORPHA:100024	Mu-heavy chain disease	mu-HCD
ORPHA:100025	Alpha-heavy chain disease	Alpha-heavy chain disease
ORPHA:100025	Alpha-heavy chain disease	Alpha-HCD
ORPHA:100025	Alpha-heavy chain disease	IPSID
ORPHA:100025	Alpha-heavy chain disease	Immunoproliferative small intestinal disease
ORPHA:100025	Alpha-heavy chain disease	Mediterranean lymphoma
ORPHA:100026	Gamma-heavy chain disease	Gamma-heavy chain disease
ORPHA:100026	Gamma-heavy chain disease	Franklin disease
ORPHA:100026	Gamma-heavy chain disease	Gamma-HCD
ORPHA:100031	Hypoplastic amelogenesis imperfecta	Hypoplastic amelogenesis imperfecta
ORPHA:100031	Hypoplastic amelogenesis imperfecta	Amelogenesis imperfecta type 1
ORPHA:100032	Hypocalcified amelogenesis imperfecta	Hypocalcified amelogenesis imperfecta
ORPHA:100032	Hypocalcified amelogenesis imperfecta	Amelogenesis imperfecta type 3
ORPHA:100033	Hypomaturation amelogenesis imperfecta	Hypomaturation amelogenesis imperfecta
ORPHA:100033	Hypomaturation amelogenesis imperfecta	Amelogenesis imperfecta type 2
ORPHA:100034	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism
ORPHA:100034	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	Amelogenesis imperfecta type 4
ORPHA:100035	Solitary necrotic nodule of the liver	Solitary necrotic nodule of the liver
ORPHA:100035	Solitary necrotic nodule of the liver	Hepatic solitary necrotic nodule
ORPHA:100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A
ORPHA:100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	CMTDIA
ORPHA:100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B
ORPHA:100044	Autosomal dominant intermediate Charcot-Marie-Tooth disease type B	CMTDIB
ORPHA:100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C
ORPHA:100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C	CMTDIC
ORPHA:100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D
ORPHA:100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	CMTDID
ORPHA:100047	Esophageal duplication cyst	Esophageal duplication cyst
ORPHA:100048	Tubular duplication of the esophagus	Tubular duplication of the esophagus
ORPHA:100049	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies
ORPHA:100049	Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies	Primary ILD specific to childhood due to pulmonary surfactant protein anomalies
ORPHA:100050	Hereditary angioedema type 1	Hereditary angioedema type 1
ORPHA:100050	Hereditary angioedema type 1	HAE 1
ORPHA:100050	Hereditary angioedema type 1	HAE-I
ORPHA:100050	Hereditary angioedema type 1	Hereditary angioneurotic edema type 1
ORPHA:100051	Hereditary angioedema type 2	Hereditary angioedema type 2
ORPHA:100051	Hereditary angioedema type 2	HAE 2
ORPHA:100051	Hereditary angioedema type 2	HAE-II
ORPHA:100051	Hereditary angioedema type 2	Hereditary angioneurotic edema type 2
ORPHA:100054	Hereditary angioedema type 3	Hereditary angioedema type 3
ORPHA:100054	Hereditary angioedema type 3	HAE 3
ORPHA:100054	Hereditary angioedema type 3	HAE-III
ORPHA:100054	Hereditary angioedema type 3	Hereditary angioneurotic edema type 3
ORPHA:100054	Hereditary angioedema type 3	Inherited estrogen-associated angioedema
ORPHA:100054	Hereditary angioedema type 3	Inherited estrogen-associated angioneurotic edema
ORPHA:100054	Hereditary angioedema type 3	Inherited estrogen-dependent angioedema
ORPHA:100054	Hereditary angioedema type 3	Inherited estrogen-dependent angioneurotic edema
ORPHA:100055	Acquired angioedema type 2	Acquired angioedema type 2
ORPHA:100055	Acquired angioedema type 2	AAE 2
ORPHA:100055	Acquired angioedema type 2	AAE II
ORPHA:100055	Acquired angioedema type 2	Acquired angioneurotic edema type 2
ORPHA:100056	Acquired angioedema type 1	Acquired angioedema type 1
ORPHA:100056	Acquired angioedema type 1	Acquired angioneurotic edema type 1
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	Renin-angiotensin-aldosterone system-blocker-induced angioedema
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	RAAS-blocker-induced angioedema
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	RAAS-blocker-induced angioneurotic edema
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	RAE
ORPHA:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	Renin-angiotensin-aldosterone system-blocker-induced angioneurotic edema
ORPHA:100067	Waterhouse-Friderichsen syndrome	Waterhouse-Friderichsen syndrome
ORPHA:100069	Semantic dementia	Semantic dementia
ORPHA:100069	Semantic dementia	Semantic primary progressive aphasia
ORPHA:100069	Semantic dementia	Semantic variant PPA
ORPHA:100070	Progressive non-fluent aphasia	Progressive non-fluent aphasia
ORPHA:100070	Progressive non-fluent aphasia	Agramatic variant of PPA
ORPHA:100070	Progressive non-fluent aphasia	Agramatic variant of primary progressive aphasia
ORPHA:100070	Progressive non-fluent aphasia	Non-fluent variant PPA
ORPHA:100071	Mosaic trisomy 3	Mosaic trisomy 3
ORPHA:100071	Mosaic trisomy 3	Mosaic trisomy chromosome 3
ORPHA:100071	Mosaic trisomy 3	Trisomy 3 mosaicism
ORPHA:100073	Neurogenic thoracic outlet syndrome	Neurogenic thoracic outlet syndrome
ORPHA:100073	Neurogenic thoracic outlet syndrome	NTOS
ORPHA:100073	Neurogenic thoracic outlet syndrome	Neurogenic TOS
ORPHA:100073	Neurogenic thoracic outlet syndrome	Neurogenic cervical rib syndrome
ORPHA:100073	Neurogenic thoracic outlet syndrome	Neurogenic costoclavicular syndrome
ORPHA:100073	Neurogenic thoracic outlet syndrome	Neurogenic thoracic outlet compression syndrome
ORPHA:100075	Neuroendocrine tumor of stomach	Neuroendocrine tumor of stomach
ORPHA:100075	Neuroendocrine tumor of stomach	GNET
ORPHA:100075	Neuroendocrine tumor of stomach	Gastric NET
ORPHA:100075	Neuroendocrine tumor of stomach	Gastric neuroendocrine tumor
ORPHA:100075	Neuroendocrine tumor of stomach	NET of stomach
ORPHA:100076	Duodenal neuroendocrine tumor	Duodenal neuroendocrine tumor
ORPHA:100077	Jejunal neuroendocrine tumor	Jejunal neuroendocrine tumor
ORPHA:100077	Jejunal neuroendocrine tumor	Jejunal neuroendocrine neoplasm
ORPHA:100078	Ileal neuroendocrine tumor	Ileal neuroendocrine tumor
ORPHA:100078	Ileal neuroendocrine tumor	Ileal neuroendocrine neoplasm
ORPHA:100079	Neuroendocrine neoplasm of appendix	Neuroendocrine neoplasm of appendix
ORPHA:100079	Neuroendocrine neoplasm of appendix	Appendiceal NEN
ORPHA:100079	Neuroendocrine neoplasm of appendix	Appendiceal neuroendocrine neoplasm
ORPHA:100079	Neuroendocrine neoplasm of appendix	NEN of appendix
ORPHA:100080	Neuroendocrine tumor of the colon	Neuroendocrine tumor of the colon
ORPHA:100080	Neuroendocrine tumor of the colon	Colonic NET
ORPHA:100080	Neuroendocrine tumor of the colon	NET of the colon
ORPHA:100080	Neuroendocrine tumor of the colon	Neuroendocrine neoplasm of the colon
ORPHA:100081	Neuroendocrine tumor of the rectum	Neuroendocrine tumor of the rectum
ORPHA:100081	Neuroendocrine tumor of the rectum	NET of the rectum
ORPHA:100081	Neuroendocrine tumor of the rectum	Rectal NET
ORPHA:100081	Neuroendocrine tumor of the rectum	Rectal neuroendocrine tumor
ORPHA:100082	Neuroendocrine tumor of anal canal	Neuroendocrine tumor of anal canal
ORPHA:100082	Neuroendocrine tumor of anal canal	NET of anal canal
ORPHA:100083	Laryngeal neuroendocrine tumor	Laryngeal neuroendocrine tumor
ORPHA:100084	Middle ear neuroendocrine tumor	Middle ear neuroendocrine tumor
ORPHA:100085	Primary hepatic neuroendocrine carcinoma	Primary hepatic neuroendocrine carcinoma
ORPHA:100086	Gallbladder neuroendocrine tumor	Gallbladder neuroendocrine tumor
ORPHA:100087	Thyroid tumor	Thyroid tumor
ORPHA:100088	Thyroid carcinoma	Thyroid carcinoma
ORPHA:100090	Rare parathyroid tumor	Rare parathyroid tumor
ORPHA:100091	Adrenal/paraganglial tumor	Adrenal/paraganglial tumor
ORPHA:100092	Gastroenteropancreatic neuroendocrine neoplasm	Gastroenteropancreatic neuroendocrine neoplasm
ORPHA:100092	Gastroenteropancreatic neuroendocrine neoplasm	GEP-NEN
ORPHA:100093	Carcinoid syndrome	Carcinoid syndrome
ORPHA:100093	Carcinoid syndrome	Malignant carcinoid syndrome
ORPHA:100094	Multiple polyglandular tumor	Multiple polyglandular tumor
ORPHA:1001	2q37 microdeletion syndrome	2q37 microdeletion syndrome
ORPHA:1001	2q37 microdeletion syndrome	Albright hereditary osteodystrophy type 3
ORPHA:1001	2q37 microdeletion syndrome	Albright hereditary osteodystrophy-like syndrome
ORPHA:1001	2q37 microdeletion syndrome	Brachydactyly-intellectual disability syndrome
ORPHA:1001	2q37 microdeletion syndrome	Del(2)(q37)
ORPHA:1001	2q37 microdeletion syndrome	Deletion 2q37
ORPHA:1001	2q37 microdeletion syndrome	Deletion 2q37-qter
ORPHA:1001	2q37 microdeletion syndrome	Monosomy 2q37-qter
ORPHA:100100	Thymic tumor	Thymic tumor
ORPHA:100101	Neuroendocrine tumor with other location	Neuroendocrine tumor with other location
ORPHA:1003	Scalp defects-postaxial polydactyly syndrome	Scalp defects-postaxial polydactyly syndrome
ORPHA:1005	Alopecia-contractures-dwarfism-intellectual disability syndrome	Alopecia-contractures-dwarfism-intellectual disability syndrome
ORPHA:1005	Alopecia-contractures-dwarfism-intellectual disability syndrome	ACD-intellectual disability syndrome
ORPHA:1006	Alopecia antibody deficiency	Alopecia antibody deficiency
ORPHA:1006	Alopecia antibody deficiency	Ipp-Gelfand syndrome
ORPHA:1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome
ORPHA:1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	Shokeir syndrome
ORPHA:100924	Porphyria due to ALA dehydratase deficiency	Porphyria due to ALA dehydratase deficiency
ORPHA:100924	Porphyria due to ALA dehydratase deficiency	ALAD porphyria
ORPHA:100924	Porphyria due to ALA dehydratase deficiency	Porphyria due to ALAD deficiency
ORPHA:100924	Porphyria due to ALA dehydratase deficiency	Porphyria due to delta-aminolevulinate dehydratase deficiency
ORPHA:100924	Porphyria due to ALA dehydratase deficiency	Porphyria of Doss
ORPHA:100932	Nuclear oculomotor paralysis	Nuclear oculomotor paralysis
ORPHA:100973	FRAXE intellectual disability	FRAXE intellectual disability
ORPHA:100973	FRAXE intellectual disability	Intellectual disability associated with fragile site FRAXE
ORPHA:100974	FRAXF syndrome	FRAXF syndrome
ORPHA:100976	Bathing suit ichthyosis	Bathing suit ichthyosis
ORPHA:100976	Bathing suit ichthyosis	BSI
ORPHA:100978	Cloverleaf skull-asphyxiating thoracic dysplasia syndrome	Cloverleaf skull-asphyxiating thoracic dysplasia syndrome
ORPHA:100978	Cloverleaf skull-asphyxiating thoracic dysplasia syndrome	Benallegue-Lacete syndrome
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complex spastic paraplegia
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complex HSP
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complex SPG
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complicated HSP
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complicated SPG
ORPHA:100979	Autosomal dominant complex spastic paraplegia	Autosomal dominant complicated spastic paraplegia
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant pure spastic paraplegia
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant pure HSP
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant pure SPG
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant uncomplicated HSP
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant uncomplicated SPG
ORPHA:100980	Autosomal dominant pure spastic paraplegia	Autosomal dominant uncomplicated spastic paraplegia
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complex spastic paraplegia
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complex HSP
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complex SPG
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complicated HSP
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complicated SPG
ORPHA:100981	Autosomal recessive complex spastic paraplegia	Autosomal recessive complicated spastic paraplegia
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive pure spastic paraplegia
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive pure HSP
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive pure SPG
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive uncomplicated HSP
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive uncomplicated SPG
ORPHA:100982	Autosomal recessive pure spastic paraplegia	Autosomal recessive uncomplicated spastic paraplegia
ORPHA:100984	Autosomal dominant spastic paraplegia type 3	Autosomal dominant spastic paraplegia type 3
ORPHA:100984	Autosomal dominant spastic paraplegia type 3	Strümpell disease
ORPHA:100985	Autosomal dominant spastic paraplegia type 4	Autosomal dominant spastic paraplegia type 4
ORPHA:100985	Autosomal dominant spastic paraplegia type 4	SPG4
ORPHA:100986	Autosomal recessive spastic paraplegia type 5A	Autosomal recessive spastic paraplegia type 5A
ORPHA:100986	Autosomal recessive spastic paraplegia type 5A	SPG5A
ORPHA:100988	Autosomal dominant spastic paraplegia type 6	Autosomal dominant spastic paraplegia type 6
ORPHA:100988	Autosomal dominant spastic paraplegia type 6	SPG6
ORPHA:100989	Autosomal dominant spastic paraplegia type 8	Autosomal dominant spastic paraplegia type 8
ORPHA:100989	Autosomal dominant spastic paraplegia type 8	SPG8
ORPHA:100990	Autosomal dominant spastic paraplegia type 9	Autosomal dominant spastic paraplegia type 9
ORPHA:100990	Autosomal dominant spastic paraplegia type 9	Cataracts-motor neuropathy-short stature-skeletal anomalies syndrome
ORPHA:100990	Autosomal dominant spastic paraplegia type 9	SPG9
ORPHA:100990	Autosomal dominant spastic paraplegia type 9	Spastic paraparesis-amyopathy-cataracts-gastroesophageal reflux syndrome
ORPHA:100991	Autosomal dominant spastic paraplegia type 10	Autosomal dominant spastic paraplegia type 10
ORPHA:100991	Autosomal dominant spastic paraplegia type 10	SPG10
ORPHA:100993	Autosomal dominant spastic paraplegia type 12	Autosomal dominant spastic paraplegia type 12
ORPHA:100993	Autosomal dominant spastic paraplegia type 12	SPG12
ORPHA:100994	Autosomal dominant spastic paraplegia type 13	Autosomal dominant spastic paraplegia type 13
ORPHA:100994	Autosomal dominant spastic paraplegia type 13	SPG13
ORPHA:100995	Autosomal recessive spastic paraplegia type 14	Autosomal recessive spastic paraplegia type 14
ORPHA:100995	Autosomal recessive spastic paraplegia type 14	SPG14
ORPHA:100996	Autosomal recessive spastic paraplegia type 15	Autosomal recessive spastic paraplegia type 15
ORPHA:100996	Autosomal recessive spastic paraplegia type 15	Hereditary spastic paraparesis type 15
ORPHA:100996	Autosomal recessive spastic paraplegia type 15	Kjellin syndrome
ORPHA:100996	Autosomal recessive spastic paraplegia type 15	SPG15
ORPHA:100996	Autosomal recessive spastic paraplegia type 15	Spastic paraplegia-retinal degeneration syndrome
ORPHA:100997	X-linked spastic paraplegia type 16	X-linked spastic paraplegia type 16
ORPHA:100997	X-linked spastic paraplegia type 16	SPG16
ORPHA:100998	Autosomal dominant spastic paraplegia type 17	Autosomal dominant spastic paraplegia type 17
ORPHA:100998	Autosomal dominant spastic paraplegia type 17	SPG17
ORPHA:100998	Autosomal dominant spastic paraplegia type 17	Silver syndrome
ORPHA:100998	Autosomal dominant spastic paraplegia type 17	Spastic paraplegia-amyotrophy of hands and feet
ORPHA:100999	Autosomal dominant spastic paraplegia type 19	Autosomal dominant spastic paraplegia type 19
ORPHA:100999	Autosomal dominant spastic paraplegia type 19	SPG19
ORPHA:101	Dentatorubral pallidoluysian atrophy	Dentatorubral pallidoluysian atrophy
ORPHA:101	Dentatorubral pallidoluysian atrophy	DRPLA
ORPHA:101	Dentatorubral pallidoluysian atrophy	Dentatorubropallidoluysian atrophy
ORPHA:101	Dentatorubral pallidoluysian atrophy	Naito-Oyanagi disease
ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	Autosomal dominant palmoplantar keratoderma and congenital alopecia
ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	Autosomal dominant palmoplantar hyperkeratosis and congenital alopecia
ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	PPK-CA, Stevanovic type
ORPHA:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	Palmoplantar keratoderma and congenital alopecia, Stevanovic type
ORPHA:101000	Autosomal recessive spastic paraplegia type 20	Autosomal recessive spastic paraplegia type 20
ORPHA:101000	Autosomal recessive spastic paraplegia type 20	Childhood-onset spastic paraparesis-distal muscle wasting syndrome
ORPHA:101000	Autosomal recessive spastic paraplegia type 20	SPG20
ORPHA:101000	Autosomal recessive spastic paraplegia type 20	Troyer syndrome
ORPHA:101001	Autosomal recessive spastic paraplegia type 21	Autosomal recessive spastic paraplegia type 21
ORPHA:101001	Autosomal recessive spastic paraplegia type 21	Mast syndrome
ORPHA:101001	Autosomal recessive spastic paraplegia type 21	SPG21
ORPHA:101003	Autosomal recessive spastic paraplegia type 23	Autosomal recessive spastic paraplegia type 23
ORPHA:101003	Autosomal recessive spastic paraplegia type 23	Lison syndrome
ORPHA:101003	Autosomal recessive spastic paraplegia type 23	SPG23
ORPHA:101003	Autosomal recessive spastic paraplegia type 23	Spastic paraparesis-vitiligo-premature graying-characteristic facies syndrome
ORPHA:101004	Autosomal recessive spastic paraplegia type 24	Autosomal recessive spastic paraplegia type 24
ORPHA:101004	Autosomal recessive spastic paraplegia type 24	SPG24
ORPHA:101005	Autosomal recessive spastic paraplegia type 25	Autosomal recessive spastic paraplegia type 25
ORPHA:101005	Autosomal recessive spastic paraplegia type 25	Autosomal recessive spastic paraplegia-disc herniation syndrome
ORPHA:101005	Autosomal recessive spastic paraplegia type 25	SPG25
ORPHA:101006	Autosomal recessive spastic paraplegia type 26	Autosomal recessive spastic paraplegia type 26
ORPHA:101006	Autosomal recessive spastic paraplegia type 26	GM2 synthase deficiency
ORPHA:101006	Autosomal recessive spastic paraplegia type 26	SPG26
ORPHA:101007	Autosomal recessive spastic paraplegia type 27	Autosomal recessive spastic paraplegia type 27
ORPHA:101007	Autosomal recessive spastic paraplegia type 27	SPG27
ORPHA:101008	Autosomal recessive spastic paraplegia type 28	Autosomal recessive spastic paraplegia type 28
ORPHA:101008	Autosomal recessive spastic paraplegia type 28	SPG28
ORPHA:101009	Autosomal dominant spastic paraplegia type 29	Autosomal dominant spastic paraplegia type 29
ORPHA:101009	Autosomal dominant spastic paraplegia type 29	SPG29
ORPHA:101010	Autosomal spastic paraplegia type 30	Autosomal spastic paraplegia type 30
ORPHA:101010	Autosomal spastic paraplegia type 30	SPG30
ORPHA:101011	Autosomal dominant spastic paraplegia type 31	Autosomal dominant spastic paraplegia type 31
ORPHA:101011	Autosomal dominant spastic paraplegia type 31	SPG31
ORPHA:101016	Romano-Ward syndrome	Romano-Ward syndrome
ORPHA:101016	Romano-Ward syndrome	Romano-Ward long QT syndrome
ORPHA:101023	Cleft hard palate	Cleft hard palate
ORPHA:101028	Transaldolase deficiency	Transaldolase deficiency
ORPHA:101028	Transaldolase deficiency	TALDO deficiency
ORPHA:101029	Sub-cortical nodular heterotopia	Sub-cortical nodular heterotopia
ORPHA:101030	Subependymal nodular heterotopia	Subependymal nodular heterotopia
ORPHA:101033	Peters anomaly-cataract syndrome	Peters anomaly-cataract syndrome
ORPHA:101039	Female restricted epilepsy with intellectual disability	Female restricted epilepsy with intellectual disability
ORPHA:101039	Female restricted epilepsy with intellectual disability	EFMR
ORPHA:101039	Female restricted epilepsy with intellectual disability	Juberg-Hellman syndrome
ORPHA:101041	Familial hypofibrinogenemia	Familial hypofibrinogenemia
ORPHA:101043	Aortic valve dysplasia	Aortic valve dysplasia
ORPHA:101046	Autosomal dominant epilepsy with auditory features	Autosomal dominant epilepsy with auditory features
ORPHA:101046	Autosomal dominant epilepsy with auditory features	ADEAF
ORPHA:101046	Autosomal dominant epilepsy with auditory features	ADLTE
ORPHA:101046	Autosomal dominant epilepsy with auditory features	ADPEAF
ORPHA:101046	Autosomal dominant epilepsy with auditory features	Autosomal dominant lateral temporal lobe epilepsy
ORPHA:101046	Autosomal dominant epilepsy with auditory features	Partial epilepsy with auditory aura
ORPHA:101046	Autosomal dominant epilepsy with auditory features	Partial epilepsy with auditory features
ORPHA:101049	Familial hypocalciuric hypercalcemia type 2	Familial hypocalciuric hypercalcemia type 2
ORPHA:101049	Familial hypocalciuric hypercalcemia type 2	FHH type 2
ORPHA:101050	Familial hypocalciuric hypercalcemia type 3	Familial hypocalciuric hypercalcemia type 3
ORPHA:101050	Familial hypocalciuric hypercalcemia type 3	FHH type 3
ORPHA:101063	Situs inversus totalis	Situs inversus totalis
ORPHA:101063	Situs inversus totalis	Complete situs inversus
ORPHA:101063	Situs inversus totalis	Complete situs inversus viscerum
ORPHA:101063	Situs inversus totalis	Situs inversus
ORPHA:101068	Congenital stromal corneal dystrophy	Congenital stromal corneal dystrophy
ORPHA:101068	Congenital stromal corneal dystrophy	CSCD
ORPHA:101068	Congenital stromal corneal dystrophy	Congenital hereditary stromal dystrophy
ORPHA:101068	Congenital stromal corneal dystrophy	Witschel dystrophy
ORPHA:101070	Bilateral frontoparietal polymicrogyria	Bilateral frontoparietal polymicrogyria
ORPHA:101071	Unilateral hemispheric polymicrogyria	Unilateral hemispheric polymicrogyria
ORPHA:101075	X-linked Charcot-Marie-Tooth disease type 1	X-linked Charcot-Marie-Tooth disease type 1
ORPHA:101075	X-linked Charcot-Marie-Tooth disease type 1	CMT1X
ORPHA:101075	X-linked Charcot-Marie-Tooth disease type 1	CMTX1
ORPHA:101076	X-linked Charcot-Marie-Tooth disease type 2	X-linked Charcot-Marie-Tooth disease type 2
ORPHA:101076	X-linked Charcot-Marie-Tooth disease type 2	CMTX2
ORPHA:101077	X-linked Charcot-Marie-Tooth disease type 3	X-linked Charcot-Marie-Tooth disease type 3
ORPHA:101077	X-linked Charcot-Marie-Tooth disease type 3	CMT3X
ORPHA:101077	X-linked Charcot-Marie-Tooth disease type 3	CMTX3
ORPHA:101078	X-linked Charcot-Marie-Tooth disease type 4	X-linked Charcot-Marie-Tooth disease type 4
ORPHA:101078	X-linked Charcot-Marie-Tooth disease type 4	CMT4X
ORPHA:101078	X-linked Charcot-Marie-Tooth disease type 4	CMTX4
ORPHA:101078	X-linked Charcot-Marie-Tooth disease type 4	Cowchock syndrome
ORPHA:101081	Charcot-Marie-Tooth disease type 1A	Charcot-Marie-Tooth disease type 1A
ORPHA:101081	Charcot-Marie-Tooth disease type 1A	CMT1A
ORPHA:101081	Charcot-Marie-Tooth disease type 1A	Microduplication 17p12
ORPHA:101082	Charcot-Marie-Tooth disease type 1B	Charcot-Marie-Tooth disease type 1B
ORPHA:101082	Charcot-Marie-Tooth disease type 1B	CMT1B
ORPHA:101083	Charcot-Marie-Tooth disease type 1C	Charcot-Marie-Tooth disease type 1C
ORPHA:101083	Charcot-Marie-Tooth disease type 1C	CMT1C
ORPHA:101084	Charcot-Marie-Tooth disease type 1D	Charcot-Marie-Tooth disease type 1D
ORPHA:101084	Charcot-Marie-Tooth disease type 1D	CMT1D
ORPHA:101085	Charcot-Marie-Tooth disease type 1F	Charcot-Marie-Tooth disease type 1F
ORPHA:101085	Charcot-Marie-Tooth disease type 1F	CMT1F
ORPHA:101088	X-linked hyper-IgM syndrome	X-linked hyper-IgM syndrome
ORPHA:101088	X-linked hyper-IgM syndrome	HIGM1
ORPHA:101088	X-linked hyper-IgM syndrome	Hyper-IgM syndrome due to CD40 ligand deficiency
ORPHA:101088	X-linked hyper-IgM syndrome	Hyper-IgM syndrome due to CD40L deficiency
ORPHA:101088	X-linked hyper-IgM syndrome	Hyper-IgM syndrome type 1
ORPHA:101088	X-linked hyper-IgM syndrome	XHIGM
ORPHA:101089	Hyper-IgM syndrome type 2	Hyper-IgM syndrome type 2
ORPHA:101089	Hyper-IgM syndrome type 2	AID deficiency
